id,dock.id,dock.name,ship.name,route.nameroute,position.berth_letter,timetable.startdate,timetable.enddate,timetable.starttime,timetable.endtime,timetable.duration,changed_schedule.ship_name,changed_schedule.type,schedule_start,schedule_end,arrival_time,departure_time,latitude,longitude,hour,distance_km
848996,49,Новоспасский,,Исторический,B,1721422800,1721422800,59.0,62,3,Чижик-II,Отмена,7/20/2024,7/20/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849004,49,Новоспасский,,Исторический,B,1720126800,1720126800,59.0,62,3,Чижик-II,Отмена,7/5/2024,7/5/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849006,49,Новоспасский,,Исторический,B,1723669200,1723669200,59.0,62,3,Чижик-II,Отмена,8/15/2024,8/15/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849008,49,Новоспасский,,Исторический,B,1723755600,1723755600,59.0,62,3,Чижик-II,Отмена,8/16/2024,8/16/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849010,49,Новоспасский,,Исторический,B,1723842000,1723842000,59.0,62,3,Чижик-II,Отмена,8/17/2024,8/17/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849015,49,Новоспасский,,Исторический,B,1723928400,1723928400,59.0,62,3,Чижик-II,Отмена,8/18/2024,8/18/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849051,49,Новоспасский,Чижик-II,Исторический,B,1720386000,1720472400,59.0,62,3,,,7/8/2024,7/9/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849054,49,Новоспасский,Чижик-II,Исторический,B,1721509200,1721509200,59.0,62,3,,,7/21/2024,7/21/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849120,49,Новоспасский,Чижик-II,Исторический,B,1724101200,1724533200,59.0,62,3,,,8/20/2024,8/25/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849162,49,Новоспасский,,Исторический,B,1721509200,1721509200,59.0,62,3,Чижик-II,Отмена,7/21/2024,7/21/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849197,49,Новоспасский,,Исторический,B,1720386000,1720386000,59.0,62,3,Чижик-II,Отмена,7/8/2024,7/8/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849208,49,Новоспасский,,Исторический,B,1720472400,1720472400,59.0,62,3,Чижик-II,Отмена,7/9/2024,7/9/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849280,49,Новоспасский,Чижик-II,Исторический,B,1721595600,1721595600,59.0,62,3,,,7/22/2024,7/22/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849317,49,Новоспасский,Чижик-II,Исторический,B,1720645200,1720904400,59.0,62,3,,,7/11/2024,7/14/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849349,49,Новоспасский,,Исторический,B,1724187600,1724187600,59.0,62,3,Чижик-II,Отмена,8/21/2024,8/21/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849356,49,Новоспасский,,Исторический,B,1721595600,1721595600,59.0,62,3,Чижик-II,Отмена,7/22/2024,7/22/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849357,49,Новоспасский,,Исторический,B,1724274000,1724274000,59.0,62,3,Чижик-II,Отмена,8/22/2024,8/22/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849389,49,Новоспасский,,Исторический,B,1724360400,1724360400,59.0,62,3,Чижик-II,Отмена,8/23/2024,8/23/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849394,49,Новоспасский,,Исторический,B,1724446800,1724446800,59.0,62,3,Чижик-II,Отмена,8/24/2024,8/24/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849396,49,Новоспасский,,Исторический,B,1724533200,1724533200,59.0,62,3,Чижик-II,Отмена,8/25/2024,8/25/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849431,49,Новоспасский,,Исторический,B,1720645200,1720645200,59.0,62,3,Чижик-II,Отмена,7/11/2024,7/11/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849440,49,Новоспасский,,Исторический,B,1720731600,1720731600,59.0,62,3,Чижик-II,Отмена,7/12/2024,7/12/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849444,49,Новоспасский,Чижик-II,Исторический,B,1721682000,1721682000,59.0,62,3,,,7/23/2024,7/23/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849449,49,Новоспасский,,Исторический,B,1720818000,1720818000,59.0,62,3,Чижик-II,Отмена,7/13/2024,7/13/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849453,49,Новоспасский,,Исторический,B,1720904400,1720904400,59.0,62,3,Чижик-II,Отмена,7/14/2024,7/14/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849519,49,Новоспасский,Чижик-II,Исторический,B,1724706000,1725051600,59.0,62,3,,,8/27/2024,8/31/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849525,49,Новоспасский,,Исторический,B,1721682000,1721682000,59.0,62,3,Чижик-II,Отмена,7/23/2024,7/23/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849596,49,Новоспасский,Чижик-II,Исторический,B,1720990800,1721077200,59.0,62,3,,,7/15/2024,7/16/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849724,49,Новоспасский,,Исторический,B,1724792400,1724792400,59.0,62,3,Чижик-II,Отмена,8/28/2024,8/28/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849730,49,Новоспасский,,Исторический,B,1720990800,1720990800,59.0,62,3,Чижик-II,Отмена,7/15/2024,7/15/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849738,49,Новоспасский,,Исторический,B,1724878800,1724878800,59.0,62,3,Чижик-II,Отмена,8/29/2024,8/29/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849744,49,Новоспасский,Чижик-II,Исторический,B,1721854800,1721854800,59.0,62,3,,,7/25/2024,7/25/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849776,49,Новоспасский,,Исторический,B,1724965200,1724965200,59.0,62,3,Чижик-II,Отмена,8/30/2024,8/30/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849811,49,Новоспасский,,Исторический,B,1725051600,1725051600,59.0,62,3,Чижик-II,Отмена,8/31/2024,8/31/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849814,49,Новоспасский,,Исторический,B,1721077200,1721077200,59.0,62,3,Чижик-II,Отмена,7/16/2024,7/16/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849820,49,Новоспасский,,Исторический,B,1721854800,1721854800,59.0,62,3,Чижик-II,Отмена,7/25/2024,7/25/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849826,49,Новоспасский,,Исторический,B,1723496400,1723496400,59.0,62,3,Чижик-II,Отмена,8/13/2024,8/13/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849912,49,Новоспасский,,Исторический,B,1720040400,1720040400,59.0,62,3,Чижик-II,Отмена,7/4/2024,7/4/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849917,49,Новоспасский,Чижик-II,Исторический,B,1721941200,1721941200,59.0,62,3,,,7/26/2024,7/26/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
849980,49,Новоспасский,,Исторический,B,1721941200,1721941200,59.0,62,3,Чижик-II,Отмена,7/26/2024,7/26/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850001,49,Новоспасский,,Исторический,B,1720213200,1720213200,59.0,62,3,Чижик-II,Отмена,7/6/2024,7/6/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850073,49,Новоспасский,,Исторический,B,1720299600,1720299600,59.0,62,3,Чижик-II,Отмена,7/7/2024,7/7/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850094,49,Новоспасский,Чижик-II,Исторический,B,1722027600,1722027600,59.0,62,3,,,7/27/2024,7/27/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850096,49,Новоспасский,,Исторический,B,1724101200,1724101200,59.0,62,3,Чижик-II,Отмена,8/20/2024,8/20/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850147,49,Новоспасский,,Исторический,B,1722027600,1722027600,59.0,62,3,Чижик-II,Отмена,7/27/2024,7/27/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850148,49,Новоспасский,,Исторический,B,1724706000,1724706000,59.0,62,3,Чижик-II,Отмена,8/27/2024,8/27/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850189,49,Новоспасский,Чижик-II,Исторический,B,1722114000,1722114000,59.0,62,3,,,7/28/2024,7/28/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850243,49,Новоспасский,,Исторический,B,1722114000,1722114000,59.0,62,3,Чижик-II,Отмена,7/28/2024,7/28/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850368,49,Новоспасский,Чижик-II,Исторический,B,1722200400,1722200400,59.0,62,3,,,7/29/2024,7/29/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850435,49,Новоспасский,,Исторический,B,1722200400,1722200400,59.0,62,3,Чижик-II,Отмена,7/29/2024,7/29/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850438,49,Новоспасский,Чижик-II,Исторический,B,1722286800,1722286800,59.0,62,3,,,7/30/2024,7/30/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
850474,49,Новоспасский,,Исторический,B,1722286800,1722286800,59.0,62,3,Чижик-II,Отмена,7/30/2024,7/30/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,0.0
1096969,49,Новоспасский,,Исторический,B,1719954000,1719954000,59.0,62,3,Олимпиада,Отмена,7/3/2024,7/3/2024,1900-01-01 00:59:00,1:02:00 AM,37.653392,55.730281,0.0,7.005931218731348
1094342,32,Нескучный сад,Алина Танго,Исторический,C,1719954000,1731790800,61.0,65,4,,,7/3/2024,11/17/2024,1900-01-01 01:01:00,1:05:00 AM,37.590694,55.722427,1.0,0.0
1097037,32,Нескучный сад,,Исторический,C,1719954000,1719954000,61.0,65,4,Алина Танго,Отмена,7/3/2024,7/3/2024,1900-01-01 01:01:00,1:05:00 AM,37.590694,55.722427,1.0,2.9854027078353176
844849,47,Красный октябрь,Олимпиада,Исторический,A,1719435600,1731790800,64.0,68,4,,,6/27/2024,11/17/2024,1900-01-01 01:04:00,1:08:00 AM,37.610627,55.745129,1.0,0.0
1097031,47,Красный октябрь,Олимпиада,Исторический,A,1719954000,1719954000,64.0,68,4,,,7/3/2024,7/3/2024,1900-01-01 01:04:00,1:08:00 AM,37.610627,55.745129,1.0,0.0
1097035,47,Красный октябрь,,Исторический,A,1719954000,1719954000,64.0,68,4,Олимпиада,Отмена,7/3/2024,7/3/2024,1900-01-01 01:04:00,1:08:00 AM,37.610627,55.745129,1.0,4.931737367470371
1094268,49,Новоспасский,Снегири-3,Исторический,B,1719954000,1731790800,74.0,77,3,,,7/3/2024,11/17/2024,1900-01-01 01:14:00,1:17:00 AM,37.653392,55.730281,1.0,0.0
1097839,49,Новоспасский,,Исторический,B,1719954000,1719954000,74.0,77,3,Снегири-3,Отмена,7/3/2024,7/3/2024,1900-01-01 01:14:00,1:17:00 AM,37.653392,55.730281,1.0,4.931737367470371
1094344,47,Красный октябрь,Алина Танго,Исторический,A,1719954000,1731790800,79.0,83,4,,,7/3/2024,11/17/2024,1900-01-01 01:19:00,1:23:00 AM,37.610627,55.745129,1.0,0.0
1097039,47,Красный октябрь,,Исторический,A,1719954000,1719954000,79.0,83,4,Алина Танго,Отмена,7/3/2024,7/3/2024,1900-01-01 01:19:00,1:23:00 AM,37.610627,55.745129,1.0,4.931737367470371
844852,49,Новоспасский,Олимпиада,Исторический,B,1719435600,1731790800,89.0,92,3,,,6/27/2024,11/17/2024,1900-01-01 01:29:00,1:32:00 AM,37.653392,55.730281,1.0,0.0
1097032,49,Новоспасский,Олимпиада,Исторический,B,1719954000,1719954000,89.0,92,3,,,7/3/2024,7/3/2024,1900-01-01 01:29:00,1:32:00 AM,37.653392,55.730281,1.0,0.0
1097036,49,Новоспасский,,Исторический,B,1719954000,1719954000,89.0,92,3,Олимпиада,Отмена,7/3/2024,7/3/2024,1900-01-01 01:29:00,1:32:00 AM,37.653392,55.730281,1.0,0.0
1094346,49,Новоспасский,Алина Танго,Исторический,B,1719954000,1731790800,104.0,107,3,,,7/3/2024,11/17/2024,1900-01-01 01:44:00,1:47:00 AM,37.653392,55.730281,1.0,0.0
1097041,49,Новоспасский,,Исторический,B,1719954000,1719954000,104.0,107,3,Алина Танго,Отмена,7/3/2024,7/3/2024,1900-01-01 01:44:00,1:47:00 AM,37.653392,55.730281,1.0,0.0
808037,49,Новоспасский,Москва-51,Исторический,B,1713906000,1731790800,512.0,517,5,,,4/24/2024,11/17/2024,1900-01-01 08:32:00,8:37:00 AM,37.653392,55.730281,8.0,0.0
828946,49,Новоспасский,,Исторический,B,1713906000,1731790800,512.0,517,5,Москва-51,Отмена,4/24/2024,11/17/2024,1900-01-01 08:32:00,8:37:00 AM,37.653392,55.730281,8.0,0.0
1094114,49,Новоспасский,Адмиралъ,Исторический,B,1719954000,1731790800,527.0,532,5,,,7/3/2024,11/17/2024,1900-01-01 08:47:00,8:52:00 AM,37.653392,55.730281,8.0,0.0
1096735,49,Новоспасский,,Исторический,B,1719954000,1719954000,527.0,532,5,Адмиралъ,Отмена,7/3/2024,7/3/2024,1900-01-01 08:47:00,8:52:00 AM,37.653392,55.730281,8.0,2.5202374004503882
808038,50,Китай-город,Москва-51,Исторический,A,1713906000,1731790800,530.0,540,10,,,4/24/2024,11/17/2024,1900-01-01 08:50:00,9:00:00 AM,37.635886,55.748462,8.0,0.0
828947,50,Китай-город,,Исторический,A,1713906000,1731790800,530.0,540,10,Москва-51,Отмена,4/24/2024,11/17/2024,1900-01-01 08:50:00,9:00:00 AM,37.635886,55.748462,8.0,2.5202374004503882
828952,49,Новоспасский,,Исторический,B,1713906000,1731790800,542.0,547,5,,,4/24/2024,11/17/2024,1900-01-01 09:02:00,9:07:00 AM,37.653392,55.730281,9.0,0.0
1003117,49,Новоспасский,,Исторический,B,1717448400,1731790800,542.0,547,5,,,6/4/2024,11/17/2024,1900-01-01 09:02:00,9:07:00 AM,37.653392,55.730281,9.0,2.5202374004503882
1094116,50,Китай-город,Адмиралъ,Исторический,A,1719954000,1731790800,545.0,555,10,,,7/3/2024,11/17/2024,1900-01-01 09:05:00,9:15:00 AM,37.635886,55.748462,9.0,0.0
1096737,50,Китай-город,,Исторический,A,1719954000,1719954000,545.0,555,10,Адмиралъ,Отмена,7/3/2024,7/3/2024,1900-01-01 09:05:00,9:15:00 AM,37.635886,55.748462,9.0,2.5202374004503882
1094138,49,Новоспасский,Полковник Новгородов,Исторический,B,1719954000,1731790800,557.0,562,5,,,7/3/2024,11/17/2024,1900-01-01 09:17:00,9:22:00 AM,37.653392,55.730281,9.0,0.0
1096864,49,Новоспасский,,Исторический,B,1719954000,1719954000,557.0,562,5,Организатор,Отмена,7/3/2024,7/3/2024,1900-01-01 09:17:00,9:22:00 AM,37.653392,55.730281,9.0,2.5202374004503882
828953,50,Китай-город,,Исторический,A,1713906000,1731790800,560.0,570,10,,,4/24/2024,11/17/2024,1900-01-01 09:20:00,9:30:00 AM,37.635886,55.748462,9.0,0.0
1003120,50,Китай-город,,Исторический,A,1717448400,1731790800,560.0,570,10,,,6/4/2024,11/17/2024,1900-01-01 09:20:00,9:30:00 AM,37.635886,55.748462,9.0,2.5202374004503882
808340,49,Новоспасский,Москва-28,Исторический,B,1713906000,1731790800,572.0,577,5,,,4/24/2024,11/17/2024,1900-01-01 09:32:00,9:37:00 AM,37.653392,55.730281,9.0,0.0
842021,49,Новоспасский,,Исторический,B,1713906000,1730322000,572.0,577,5,Москва-28,Отмена,4/24/2024,10/31/2024,1900-01-01 09:32:00,9:37:00 AM,37.653392,55.730281,9.0,2.5202374004503882
1094140,50,Китай-город,Полковник Новгородов,Исторический,A,1719954000,1731790800,575.0,585,10,,,7/3/2024,11/17/2024,1900-01-01 09:35:00,9:45:00 AM,37.635886,55.748462,9.0,0.0
1096865,50,Китай-город,,Исторический,A,1719954000,1719954000,575.0,585,10,Организатор,Отмена,7/3/2024,7/3/2024,1900-01-01 09:35:00,9:45:00 AM,37.635886,55.748462,9.0,10.418234565479544
808039,45,Воробьевы горы,Москва-51,Исторический,B,1713906000,1731790800,587.0,597,10,,,4/24/2024,11/17/2024,1900-01-01 09:47:00,9:57:00 AM,37.546826,55.711738,9.0,0.0
828948,45,Воробьевы горы,,Исторический,B,1713906000,1731790800,587.0,597,10,Москва-51,Отмена,4/24/2024,11/17/2024,1900-01-01 09:47:00,9:57:00 AM,37.546826,55.711738,9.0,11.961674819728353
1094156,49,Новоспасский,М-250,Исторический,B,1719954000,1731790800,587.0,592,5,,,7/3/2024,11/17/2024,1900-01-01 09:47:00,9:52:00 AM,37.653392,55.730281,9.0,0.0
1096964,49,Новоспасский,,Исторический,B,1719954000,1719954000,587.0,592,5,Роза Ветров,Отмена,7/3/2024,7/3/2024,1900-01-01 09:47:00,9:52:00 AM,37.653392,55.730281,9.0,2.5202374004503882
808341,50,Китай-город,Москва-28,Исторический,A,1713906000,1731790800,590.0,600,10,,,4/24/2024,11/17/2024,1900-01-01 09:50:00,10:00:00 AM,37.635886,55.748462,9.0,0.0
842023,50,Китай-город,,Исторический,A,1713906000,1730322000,590.0,600,10,Москва-28,Отмена,4/24/2024,10/31/2024,1900-01-01 09:50:00,10:00:00 AM,37.635886,55.748462,9.0,2.5202374004503882
843650,49,Новоспасский,Чижик-II,Исторический,B,1725138000,1731790800,602.0,607,5,,,9/1/2024,11/17/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
843742,49,Новоспасский,,Исторический,B,1725224400,1725224400,602.0,607,5,Чижик-II,Отмена,9/2/2024,9/2/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
844217,49,Новоспасский,,Исторический,B,1728075600,1728162000,602.0,607,5,Чижик-II,Отмена,10/5/2024,10/6/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
844351,49,Новоспасский,,Исторический,B,1728680400,1728766800,602.0,607,5,Чижик-II,Отмена,10/12/2024,10/13/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
844483,49,Новоспасский,,Исторический,B,1729285200,1729371600,602.0,607,5,Чижик-II,Отмена,10/19/2024,10/20/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
844615,49,Новоспасский,,Исторический,B,1729890000,1729976400,602.0,607,5,Чижик-II,Отмена,10/26/2024,10/27/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
845777,49,Новоспасский,,Исторический,B,1725829200,1725829200,602.0,607,5,Чижик-II,Отмена,9/9/2024,9/9/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846188,49,Новоспасский,,Исторический,B,1720386000,1720904400,602.0,607,5,,,7/8/2024,7/14/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846260,49,Новоспасский,,Исторический,B,1720990800,1721509200,602.0,607,5,,,7/15/2024,7/21/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846332,49,Новоспасский,,Исторический,B,1721595600,1722114000,602.0,607,5,,,7/22/2024,7/28/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846404,49,Новоспасский,,Исторический,B,1722200400,1722373200,602.0,607,5,,,7/29/2024,7/31/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846405,49,Новоспасский,Чижик-II,Исторический,B,1722459600,1725051600,602.0,607,5,,,8/1/2024,8/31/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846476,49,Новоспасский,,Исторический,B,1722459600,1722718800,602.0,607,5,Чижик-II,Отмена,8/1/2024,8/4/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846547,49,Новоспасский,,Исторический,B,1722805200,1725051600,602.0,607,5,,,8/5/2024,8/31/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846616,49,Новоспасский,,Исторический,B,1726434000,1726434000,602.0,607,5,Чижик-II,Отмена,9/16/2024,9/16/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846676,49,Новоспасский,,Исторический,B,1727038800,1727038800,602.0,607,5,Чижик-II,Отмена,9/23/2024,9/23/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846736,49,Новоспасский,,Исторический,B,1727643600,1727643600,602.0,607,5,Чижик-II,Отмена,9/30/2024,9/30/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846864,49,Новоспасский,Олимпиада,Исторический,B,1719954000,1719954000,602.0,607,5,,,7/3/2024,7/3/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
846972,49,Новоспасский,Олимпиада,Исторический,B,1720558800,1720558800,602.0,607,5,,,7/10/2024,7/10/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847080,49,Новоспасский,Олимпиада,Исторический,B,1721163600,1721163600,602.0,607,5,,,7/17/2024,7/17/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847188,49,Новоспасский,Олимпиада,Исторический,B,1721768400,1721768400,602.0,607,5,,,7/24/2024,7/24/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847295,49,Новоспасский,Олимпиада,Исторический,B,1722373200,1722373200,602.0,607,5,,,7/31/2024,7/31/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847368,49,Новоспасский,Олимпиада,Исторический,B,1722891600,1722891600,602.0,607,5,,,8/6/2024,8/6/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847581,49,Новоспасский,,Исторический,B,1723410000,1723410000,602.0,607,5,,,8/12/2024,8/12/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847617,49,Новоспасский,Олимпиада,Исторический,B,1723410000,1723410000,602.0,607,5,,,8/12/2024,8/12/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847653,49,Новоспасский,Чижик-II,Исторический,B,1722805200,1722805200,602.0,607,5,,,8/5/2024,8/5/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847689,49,Новоспасский,,Исторический,B,1722805200,1722805200,602.0,607,5,Чижик-II,Отмена,8/5/2024,8/5/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847833,49,Новоспасский,,Исторический,B,1724014800,1724014800,602.0,607,5,,,8/19/2024,8/19/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
847869,49,Новоспасский,Олимпиада,Исторический,B,1724014800,1724014800,602.0,607,5,,,8/19/2024,8/19/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848013,49,Новоспасский,,Исторический,B,1724619600,1724619600,602.0,607,5,,,8/26/2024,8/26/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848049,49,Новоспасский,Олимпиада,Исторический,B,1724619600,1724619600,602.0,607,5,,,8/26/2024,8/26/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848085,49,Новоспасский,Олимпиада,Исторический,B,1725224400,1725224400,602.0,607,5,,,9/2/2024,9/2/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848121,49,Новоспасский,Олимпиада,Исторический,B,1725829200,1725829200,602.0,607,5,,,9/9/2024,9/9/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848175,49,Новоспасский,Олимпиада,Исторический,B,1726434000,1726434000,602.0,607,5,,,9/16/2024,9/16/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848211,49,Новоспасский,Олимпиада,Исторический,B,1727038800,1727038800,602.0,607,5,,,9/23/2024,9/23/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848247,49,Новоспасский,Олимпиада,Исторический,B,1727643600,1727643600,602.0,607,5,,,9/30/2024,9/30/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848331,49,Новоспасский,Чижик-II,Исторический,B,1722978000,1723323600,602.0,607,5,,,8/7/2024,8/11/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848409,49,Новоспасский,,Исторический,B,1722978000,1723323600,602.0,607,5,Чижик-II,Отмена,8/7/2024,8/11/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848451,49,Новоспасский,Чижик-II,Исторический,B,1721250000,1721250000,602.0,607,5,,,7/18/2024,7/18/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848525,49,Новоспасский,,Исторический,B,1721250000,1721250000,602.0,607,5,Чижик-II,Отмена,7/18/2024,7/18/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848561,49,Новоспасский,Чижик-II,Исторический,B,1723496400,1723928400,602.0,607,5,,,8/13/2024,8/18/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848597,49,Новоспасский,,Исторический,B,1723496400,1723928400,602.0,607,5,Чижик-II,Отмена,8/13/2024,8/18/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848666,49,Новоспасский,Чижик-II,Исторический,B,1721336400,1721336400,602.0,607,5,,,7/19/2024,7/19/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
848776,49,Новоспасский,,Исторический,B,1721336400,1721336400,602.0,607,5,Чижик-II,Отмена,7/19/2024,7/19/2024,1900-01-01 10:02:00,10:07:00 AM,37.653392,55.730281,10.0,0.0
