Уникальный ID записи,ID причала,Название причала,Название судна - отсутсвует если отменено,Название маршрута ,Швартовочное место,Дата начала действия записи расписания в UTC,Дата окончания действиязаписи  расписания в UTC,Время подхода судна в минутах от начала суток,Время отхода судна в минутах от начала суток,Время стоянки,Название судна которое было отменено,"Тип записи - пустое знеачение если изменений нет, Отмена - судно отменено",Дата начала действия записи расписания ,Дата окончания действия записи расписания,Причаливание/подход,Отход
868837,44,Кленовый бульвар,Олимпиада,Разовый подход,A,1727730000,1727816400,710,720,10,,,2024-10-01,2024-10-02,11:50:00 AM,12:00:00 PM
1033519,50,Китай-город,Москва-61,Исторический,A,1718139600,1731790800,710,720,10,,,2024-06-12,2024-11-17,11:50:00 AM,12:00:00 PM
1093854,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,710,720,7,,,2024-07-03,2024-11-17,11:50:00 AM,12:00:00 PM
1093960,73,Зарядье,Конкорд,Круговой,A,1719954000,1731790800,710,720,10,,,2024-07-03,2024-11-17,11:50:00 AM,12:00:00 PM
1094916,46,Киевский,Снегири-4,Северный,A,1719954000,1731790800,710,720,7,,,2024-07-03,2024-11-17,11:50:00 AM,12:00:00 PM
1065440,50,Китай-город,Рио,Северный 1А,C,1719090000,1731790800,713,720,7,,,2024-06-23,2024-11-17,11:53:00 AM,12:00:00 PM
1075502,55,Третьяковский,Идегей,Круговой,A,1719349200,1731790800,713,720,7,,,2024-06-26,2024-11-17,11:53:00 AM,12:00:00 PM
1093474,32,Нескучный сад,Михаил Сеспель,Северный 1А,B,1719954000,1731790800,713,716,3,,,2024-07-03,2024-11-17,11:53:00 AM,11:56:00 AM
1093776,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,713,716,3,,,2024-07-03,2024-11-17,11:53:00 AM,11:56:00 AM
1090996,45,Воробьевы горы,Добрыня,Северный,A,1719867600,1731790800,714,718,4,,,2024-07-02,2024-11-17,11:54:00 AM,11:58:00 AM
1094054,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,715,725,10,,,2024-07-03,2024-11-17,11:55:00 AM,12:05:00 PM
886764,31,Парк Горького,Лоцман,Центральный,C,1714510800,1731790800,716,722,4,,,2024-05-01,2024-11-17,11:56:00 AM,12:02:00 PM
892097,31,Парк Горького,,Центральный,C,1714510800,1731790800,716,722,4,Лоцман,Отмена,2024-05-01,2024-11-17,11:56:00 AM,12:02:00 PM
1093252,32,Нескучный сад,Капитан Смолик,Северный 1А,A,1719954000,1731790800,716,720,4,,,2024-07-03,2024-11-17,11:56:00 AM,12:00:00 PM
1093666,46,Киевский,Москва-21,Северный 1А,B,1719954000,1731790800,717,727,10,,,2024-07-03,2024-11-17,11:57:00 AM,12:07:00 PM
1094823,50,Китай-город,Снегири-1,Северный,B,1719954000,1731790800,718,728,10,,,2024-07-03,2024-11-17,11:58:00 AM,12:08:00 PM
808345,49,Новоспасский,Москва-28,Исторический,B,1713906000,1731790800,719,722,3,,,2024-04-24,2024-11-17,11:59:00 AM,12:02:00 PM
842031,49,Новоспасский,,Исторический,B,1713906000,1730322000,719,722,3,Москва-28,Отмена,2024-04-24,2024-10-31,11:59:00 AM,12:02:00 PM
1036920,51,Патриарший,М-88,Центральный,A,1718139600,1731790800,721,726,5,,,2024-06-12,2024-11-17,12:01:00 PM,12:06:00 PM
1090921,45,Воробьевы горы,Святогор,Северный 1А,A,1719867600,1731790800,721,725,4,,,2024-07-02,2024-11-17,12:01:00 PM,12:05:00 PM
1094254,32,Нескучный сад,Снегири-3,Исторический,C,1719954000,1731790800,721,725,4,,,2024-07-03,2024-11-17,12:01:00 PM,12:05:00 PM
1094426,32,Нескучный сад,Москва-46,Северный,B,1719954000,1731790800,721,724,3,,,2024-07-03,2024-11-17,12:01:00 PM,12:04:00 PM
1077594,49,Новоспасский,Москва-28,Исторический,B,1719435600,1731790800,722,727,5,,,2024-06-27,2024-11-17,12:02:00 PM,12:07:00 PM
1094374,45,Воробьевы горы,Алина Танго,Исторический,B,1719954000,1731790800,722,732,10,,,2024-07-03,2024-11-17,12:02:00 PM,12:12:00 PM
843662,47,Красный октябрь,Чижик-II,Исторический,A,1725138000,1731790800,724,728,4,,,2024-09-01,2024-11-17,12:04:00 PM,12:08:00 PM
1094650,32,Нескучный сад,Вдохновение,Северный,A,1719954000,1731790800,724,728,4,,,2024-07-03,2024-11-17,12:04:00 PM,12:08:00 PM
988776,75,Серебряный бор-2,Амстердам,Разовый подход,A,1716930000,1731618000,725,730,5,,,2024-05-29,2024-11-15,12:05:00 PM,12:10:00 PM
1041656,73,Зарядье,Венеция,Круговой,A,1718312400,1731790800,725,735,10,,,2024-06-14,2024-11-17,12:05:00 PM,12:15:00 PM
1090316,50,Китай-город,Полковник Новгородов,Исторический,A,1719867600,1731790800,725,735,10,,,2024-07-02,2024-11-17,12:05:00 PM,12:15:00 PM
1094532,46,Киевский,Москва-24,Северный,A,1719954000,1731790800,725,735,7,,,2024-07-03,2024-11-17,12:05:00 PM,12:15:00 PM
940184,55,Третьяковский,Столица-1,Круговой,A,1715720400,1731790800,728,735,7,,,2024-05-15,2024-11-17,12:08:00 PM,12:15:00 PM
1080006,32,Нескучный сад,Счастье,Северный 1А,B,1719435600,1731790800,728,731,3,,,2024-06-27,2024-11-17,12:08:00 PM,12:11:00 PM
1093778,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,729,735,6,,,2024-07-03,2024-11-17,12:09:00 PM,12:15:00 PM
1093962,51,Патриарший,Конкорд,Круговой,A,1719954000,1731790800,729,734,5,,,2024-07-03,2024-11-17,12:09:00 PM,12:14:00 PM
1094502,45,Воробьевы горы,Флагман,Северный,A,1719954000,1731790800,729,733,4,,,2024-07-03,2024-11-17,12:09:00 PM,12:13:00 PM
864693,61,Захарково,,СРВ - Захарково,A,1714165200,1731531600,730,750,20,,,2024-04-27,2024-11-14,12:10:00 PM,12:30:00 PM
866335,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,730,750,20,,,2024-04-27,2024-11-14,12:10:00 PM,12:30:00 PM
938746,33,Крымский мост,Морис,Разовый подход,B,1715634000,1731790800,730,740,10,,,2024-05-14,2024-11-17,12:10:00 PM,12:20:00 PM
1029826,73,Зарядье,Юнга,Центральный,B,1718053200,1731790800,730,740,10,,,2024-06-11,2024-11-17,12:10:00 PM,12:20:00 PM
868871,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,731,737,4,,,2024-04-26,2024-11-17,12:11:00 PM,12:17:00 PM
874551,31,Парк Горького,,Центральный,C,1714078800,1731790800,731,737,4,Советский союз,Отмена,2024-04-26,2024-11-17,12:11:00 PM,12:17:00 PM
1093348,32,Нескучный сад,Алина Прима,Северный 1А,A,1719954000,1731790800,731,735,4,,,2024-07-03,2024-11-17,12:11:00 PM,12:15:00 PM
1086854,46,Киевский,Романтика,Северный 1А,B,1719694800,1731790800,732,742,10,,,2024-06-30,2024-11-17,12:12:00 PM,12:22:00 PM
845544,50,Китай-город,Прага,Северный,B,1719608400,1731790800,733,743,10,,,2024-06-29,2024-11-17,12:13:00 PM,12:23:00 PM
1094176,49,Новоспасский,М-250,Исторический,B,1719954000,1731790800,734,742,5,,,2024-07-03,2024-11-17,12:14:00 PM,12:22:00 PM
844759,32,Нескучный сад,Олимпиада,Исторический,C,1719435600,1731790800,736,740,4,,,2024-06-27,2024-11-17,12:16:00 PM,12:20:00 PM
868829,32,Нескучный сад,,Исторический,C,1720040400,1731531600,736,740,4,Олимпиада,Отмена,2024-07-04,2024-11-14,12:16:00 PM,12:20:00 PM
965546,45,Воробьевы горы,Удача,Северный 1А,A,1716325200,1731790800,736,740,4,,,2024-05-22,2024-11-17,12:16:00 PM,12:20:00 PM
1090998,32,Нескучный сад,Добрыня,Северный,B,1719867600,1731790800,736,739,3,,,2024-07-02,2024-11-17,12:16:00 PM,12:19:00 PM
1094056,51,Патриарший,Лагуна,Центральный,A,1719954000,1731790800,736,741,5,,,2024-07-03,2024-11-17,12:16:00 PM,12:21:00 PM
1058390,45,Воробьевы горы,Москва-51,Исторический,B,1718917200,1731790800,737,747,10,,,2024-06-21,2024-11-17,12:17:00 PM,12:27:00 PM
1004526,32,Нескучный сад,Фортуна,Северный,A,1717448400,1731790800,739,743,4,,,2024-06-04,2024-11-17,12:19:00 PM,12:23:00 PM
1094256,47,Красный октябрь,Снегири-3,Исторический,A,1719954000,1731790800,739,743,4,,,2024-07-03,2024-11-17,12:19:00 PM,12:23:00 PM
988793,57,Троице-Лыково,Амстердам,Разовый подход,A,1716930000,1731618000,740,770,30,,,2024-05-29,2024-11-15,12:20:00 PM,12:50:00 PM
990439,33,Крымский мост,Соболь,Разовый подход,A,1717016400,1731531600,740,750,10,,,2024-05-30,2024-11-14,12:20:00 PM,12:30:00 PM
1038802,73,Зарядье,Москва Ривер,Круговой,A,1718226000,1731790800,740,750,10,,,2024-06-13,2024-11-17,12:20:00 PM,12:30:00 PM
1059259,50,Китай-город,Михаил Сеспель,Северный 1А,C,1718917200,1731790800,740,750,7,,,2024-06-21,2024-11-17,12:20:00 PM,12:30:00 PM
1083753,46,Киевский,Алексия,Северный,A,1719608400,1731790800,740,750,7,,,2024-06-29,2024-11-17,12:20:00 PM,12:30:00 PM
1087618,50,Китай-город,Москва-28,Исторический,A,1719694800,1731790800,740,750,10,,,2024-06-30,2024-11-17,12:20:00 PM,12:30:00 PM
1093476,50,Китай-город,Михаил Сеспель,Северный 1А,C,1719954000,1731790800,740,743,3,,,2024-07-03,2024-11-17,12:20:00 PM,12:23:00 PM
1093782,57,Троице-Лыково,Будь готов,Серебряный бор,A,1719954000,1731790800,740,750,7,,,2024-07-03,2024-11-17,12:20:00 PM,12:30:00 PM
1037071,55,Третьяковский,Столица-2,Круговой,A,1718139600,1731790800,743,750,7,,,2024-06-12,2024-11-17,12:23:00 PM,12:30:00 PM
1090923,32,Нескучный сад,Святогор,Северный 1А,B,1719867600,1731790800,743,746,3,,,2024-07-02,2024-11-17,12:23:00 PM,12:26:00 PM
1093856,93,Серебряный бор-3,Амстердам,Серебряный бор,A,1719954000,1731790800,743,746,3,,,2024-07-03,2024-11-17,12:23:00 PM,12:26:00 PM
1041659,51,Патриарший,Венеция,Круговой,A,1718312400,1731790800,744,749,5,,,2024-06-14,2024-11-17,12:24:00 PM,12:29:00 PM
1094920,45,Воробьевы горы,Снегири-4,Северный,A,1719954000,1731790800,744,748,4,,,2024-07-03,2024-11-17,12:24:00 PM,12:28:00 PM
842085,57,Троице-Лыково,Чижик-II,Разовый подход,A,1727730000,1727730000,745,765,20,,,2024-10-01,2024-10-01,12:25:00 PM,12:45:00 PM
1042033,73,Зарядье,Лоцман,Центральный,B,1718312400,1731790800,745,755,10,,,2024-06-14,2024-11-17,12:25:00 PM,12:35:00 PM
877960,31,Парк Горького,М-88,Центральный,C,1714251600,1731790800,746,752,4,,,2024-04-28,2024-11-17,12:26:00 PM,12:32:00 PM
880757,31,Парк Горького,,Центральный,C,1714251600,1731790800,746,752,4,М-88,Отмена,2024-04-28,2024-11-17,12:26:00 PM,12:32:00 PM
1065442,32,Нескучный сад,Рио,Северный 1А,A,1719090000,1731790800,746,750,4,,,2024-06-23,2024-11-17,12:26:00 PM,12:30:00 PM
1071453,46,Киевский,Алина Браво,Северный 1А,B,1719262800,1731790800,747,757,10,,,2024-06-25,2024-11-17,12:27:00 PM,12:37:00 PM
1094450,50,Китай-город,Москва-46,Северный,B,1719954000,1731790800,748,758,10,,,2024-07-03,2024-11-17,12:28:00 PM,12:38:00 PM
843665,49,Новоспасский,Чижик-II,Исторический,B,1725138000,1731790800,749,757,5,,,2024-09-01,2024-11-17,12:29:00 PM,12:37:00 PM
843362,54,Лужники – Северный,Маэстро,Разовый подход,A,1727730000,1730322000,750,780,30,,,2024-10-01,2024-10-31,12:30:00 PM,1:00:00 PM
867511,167,Химки,850 лет Москве,СРВ - Химки,A,1714165200,1731531600,750,760,10,,,2024-04-27,2024-11-14,12:30:00 PM,12:40:00 PM
1029829,51,Патриарший,Юнга,Центральный,A,1718053200,1731790800,751,756,5,,,2024-06-11,2024-11-17,12:31:00 PM,12:36:00 PM
1093668,45,Воробьевы горы,Москва-21,Северный 1А,A,1719954000,1731790800,751,755,4,,,2024-07-03,2024-11-17,12:31:00 PM,12:35:00 PM
1094376,32,Нескучный сад,Алина Танго,Исторический,C,1719954000,1731790800,751,755,4,,,2024-07-03,2024-11-17,12:31:00 PM,12:35:00 PM
1094498,32,Нескучный сад,Флагман,Северный,B,1719954000,1731790800,751,754,3,,,2024-07-03,2024-11-17,12:31:00 PM,12:34:00 PM
1041937,45,Воробьевы горы,Адмиралъ,Исторический,B,1718312400,1731790800,752,762,10,,,2024-06-14,2024-11-17,12:32:00 PM,12:42:00 PM
844747,47,Красный октябрь,Олимпиада,Исторический,A,1719435600,1731790800,754,758,4,,,2024-06-27,2024-11-17,12:34:00 PM,12:38:00 PM
868821,47,Красный октябрь,,Исторический,A,1720040400,1731531600,754,758,4,Олимпиада,Отмена,2024-07-04,2024-11-14,12:34:00 PM,12:38:00 PM
1093966,55,Третьяковский,Конкорд,Круговой,A,1719954000,1731790800,754,765,7,,,2024-07-03,2024-11-17,12:34:00 PM,12:45:00 PM
1094862,32,Нескучный сад,Снегири-1,Северный,A,1719954000,1731790800,754,758,4,,,2024-07-03,2024-11-17,12:34:00 PM,12:38:00 PM
1075508,73,Зарядье,Идегей,Круговой,A,1719349200,1731790800,755,765,10,,,2024-06-26,2024-11-17,12:35:00 PM,12:45:00 PM
1080012,50,Китай-город,Счастье,Северный 1А,C,1719435600,1731790800,755,765,7,,,2024-06-27,2024-11-17,12:35:00 PM,12:45:00 PM
1094180,50,Китай-город,М-250,Исторический,A,1719954000,1731790800,755,765,10,,,2024-07-03,2024-11-17,12:35:00 PM,12:45:00 PM
1094950,46,Киевский,Снегири-2,Северный,A,1719954000,1731790800,755,765,7,,,2024-07-03,2024-11-17,12:35:00 PM,12:45:00 PM
965534,32,Нескучный сад,Удача,Северный 1А,B,1716325200,1731790800,758,761,3,,,2024-05-22,2024-11-17,12:38:00 PM,12:41:00 PM
1038804,51,Патриарший,Москва Ривер,Круговой,A,1718226000,1731790800,759,764,5,,,2024-06-13,2024-11-17,12:39:00 PM,12:44:00 PM
1093858,75,Серебряный бор-2,Амстердам,Серебряный бор,A,1719954000,1731790800,759,765,6,,,2024-07-03,2024-11-17,12:39:00 PM,12:45:00 PM
1094534,45,Воробьевы горы,Москва-24,Северный,A,1719954000,1731790800,759,763,4,,,2024-07-03,2024-11-17,12:39:00 PM,12:43:00 PM
879993,71,Северный речной вокзал,Москва-1,СРВ - Захарково,8,1714165200,1731531600,760,780,20,,,2024-04-27,2024-11-14,12:40:00 PM,1:00:00 PM
1051892,73,Зарядье,Советский союз,Центральный,B,1718658000,1731790800,760,770,10,,,2024-06-18,2024-11-17,12:40:00 PM,12:50:00 PM
889627,31,Парк Горького,Лагуна,Центральный,C,1714597200,1731790800,761,767,4,,,2024-05-02,2024-11-17,12:41:00 PM,12:47:00 PM
893848,31,Парк Горького,,Центральный,C,1714597200,1731790800,761,767,4,Лагуна,Отмена,2024-05-02,2024-11-17,12:41:00 PM,12:47:00 PM
1093256,46,Киевский,Капитан Смолик,Северный 1А,B,1719954000,1731790800,762,772,10,,,2024-07-03,2024-11-17,12:42:00 PM,12:52:00 PM
1088629,50,Китай-город,Добрыня,Северный,B,1719781200,1731790800,763,773,10,,,2024-07-01,2024-11-17,12:43:00 PM,12:53:00 PM
1075280,49,Новоспасский,Снегири-3,Исторический,B,1719349200,1731790800,764,772,5,,,2024-06-26,2024-11-17,12:44:00 PM,12:52:00 PM
1042036,51,Патриарший,Лоцман,Центральный,A,1718312400,1731790800,766,771,5,,,2024-06-14,2024-11-17,12:46:00 PM,12:51:00 PM
1058393,32,Нескучный сад,Москва-51,Исторический,C,1718917200,1731790800,766,770,4,,,2024-06-21,2024-11-17,12:46:00 PM,12:50:00 PM
1086856,45,Воробьевы горы,Романтика,Северный 1А,A,1719694800,1731790800,766,770,4,,,2024-06-30,2024-11-17,12:46:00 PM,12:50:00 PM
1094918,32,Нескучный сад,Снегири-4,Северный,B,1719954000,1731790800,766,769,3,,,2024-07-03,2024-11-17,12:46:00 PM,12:49:00 PM
1033510,45,Воробьевы горы,Москва-61,Исторический,B,1718139600,1731790800,767,777,10,,,2024-06-12,2024-11-17,12:47:00 PM,12:57:00 PM
845547,32,Нескучный сад,Прага,Северный,A,1719608400,1731790800,769,773,4,,,2024-06-29,2024-11-17,12:49:00 PM,12:53:00 PM
1041593,55,Третьяковский,Венеция,Круговой,A,1718312400,1731790800,769,780,7,,,2024-06-14,2024-11-17,12:49:00 PM,1:00:00 PM
1094378,47,Красный октябрь,Алина Танго,Исторический,A,1719954000,1731790800,769,773,4,,,2024-07-03,2024-11-17,12:49:00 PM,12:53:00 PM
843668,50,Китай-город,Чижик-II,Исторический,A,1725138000,1731790800,770,780,10,,,2024-09-01,2024-11-17,12:50:00 PM,1:00:00 PM
940187,73,Зарядье,Столица-1,Круговой,A,1715720400,1731790800,770,780,10,,,2024-05-15,2024-11-17,12:50:00 PM,1:00:00 PM
960187,48,Сити – Экспоцентр,Волна,Разовый подход,B,1716238800,1731790800,770,785,15,,,2024-05-21,2024-11-17,12:50:00 PM,1:05:00 PM
1090939,50,Китай-город,Святогор,Северный 1А,C,1719867600,1731790800,770,780,7,,,2024-07-02,2024-11-17,12:50:00 PM,1:00:00 PM
1093862,57,Троице-Лыково,Амстердам,Серебряный бор,A,1719954000,1731790800,770,780,7,,,2024-07-03,2024-11-17,12:50:00 PM,1:00:00 PM
1094626,46,Киевский,Вдохновение,Северный,A,1719954000,1731790800,770,780,7,,,2024-07-03,2024-11-17,12:50:00 PM,1:00:00 PM
1093670,32,Нескучный сад,Москва-21,Северный 1А,B,1719954000,1731790800,773,776,3,,,2024-07-03,2024-11-17,12:53:00 PM,12:56:00 PM
1093784,93,Серебряный бор-3,Будь готов,Серебряный бор,A,1719954000,1731790800,773,776,3,,,2024-07-03,2024-11-17,12:53:00 PM,12:56:00 PM
1075511,51,Патриарший,Идегей,Круговой,A,1719349200,1731790800,774,779,5,,,2024-06-26,2024-11-17,12:54:00 PM,12:59:00 PM
1083759,45,Воробьевы горы,Алексия,Северный,A,1719608400,1731790800,774,778,4,,,2024-06-29,2024-11-17,12:54:00 PM,12:58:00 PM
1036911,73,Зарядье,М-88,Центральный,B,1718139600,1731790800,775,785,10,,,2024-06-12,2024-11-17,12:55:00 PM,1:05:00 PM
868573,31,Парк Горького,Юнга,Центральный,C,1713992400,1731790800,776,782,4,,,2024-04-25,2024-11-17,12:56:00 PM,1:02:00 PM
869215,31,Парк Горького,,Центральный,C,1713992400,1731790800,776,782,4,Юнга,Отмена,2024-04-25,2024-11-17,12:56:00 PM,1:02:00 PM
1059262,32,Нескучный сад,Михаил Сеспель,Северный 1А,A,1718917200,1731790800,776,780,4,,,2024-06-21,2024-11-17,12:56:00 PM,1:00:00 PM
1093350,46,Киевский,Алина Прима,Северный 1А,B,1719954000,1731790800,777,787,10,,,2024-07-03,2024-11-17,12:57:00 PM,1:07:00 PM
1080586,50,Китай-город,Флагман,Северный,B,1719522000,1731790800,778,788,10,,,2024-06-28,2024-11-17,12:58:00 PM,1:08:00 PM
844765,49,Новоспасский,Олимпиада,Исторический,B,1719435600,1731790800,779,787,5,,,2024-06-27,2024-11-17,12:59:00 PM,1:07:00 PM
868831,49,Новоспасский,,Исторический,B,1720040400,1731531600,779,782,3,Олимпиада,Отмена,2024-07-04,2024-11-14,12:59:00 PM,1:02:00 PM
1041940,32,Нескучный сад,Адмиралъ,Исторический,C,1718312400,1731790800,781,785,4,,,2024-06-14,2024-11-17,1:01:00 PM,1:05:00 PM
1051895,51,Патриарший,Советский союз,Центральный,A,1718658000,1731790800,781,786,5,,,2024-06-18,2024-11-17,1:01:00 PM,1:06:00 PM
1071438,45,Воробьевы горы,Алина Браво,Северный 1А,A,1719262800,1731790800,781,785,4,,,2024-06-25,2024-11-17,1:01:00 PM,1:05:00 PM
1094536,32,Нескучный сад,Москва-24,Северный,B,1719954000,1731790800,781,784,3,,,2024-07-03,2024-11-17,1:01:00 PM,1:04:00 PM
1090350,45,Воробьевы горы,Полковник Новгородов,Исторический,B,1719867600,1731790800,782,792,10,,,2024-07-02,2024-11-17,1:02:00 PM,1:12:00 PM
1035645,55,Третьяковский,Москва Ривер,Круговой,A,1718139600,1731790800,784,795,7,,,2024-06-12,2024-11-17,1:04:00 PM,1:15:00 PM
1038800,55,Третьяковский,Москва Ривер,Круговой,A,1718226000,1731790800,784,788,4,,,2024-06-13,2024-11-17,1:04:00 PM,1:08:00 PM
1058396,47,Красный октябрь,Москва-51,Исторический,A,1718917200,1731790800,784,788,4,,,2024-06-21,2024-11-17,1:04:00 PM,1:08:00 PM
1094448,32,Нескучный сад,Москва-46,Северный,A,1719954000,1731790800,784,788,4,,,2024-07-03,2024-11-17,1:04:00 PM,1:08:00 PM
934391,50,Китай-город,Удача,Северный 1А,C,1715547600,1731790800,785,795,7,,,2024-05-13,2024-11-17,1:05:00 PM,1:15:00 PM
965537,50,Китай-город,Удача,Северный 1А,C,1716325200,1731790800,785,788,3,,,2024-05-22,2024-11-17,1:05:00 PM,1:08:00 PM
1004532,46,Киевский,Фортуна,Северный,A,1717448400,1731790800,785,795,7,,,2024-06-04,2024-11-17,1:05:00 PM,1:15:00 PM
1037074,73,Зарядье,Столица-2,Круговой,A,1718139600,1731790800,785,795,10,,,2024-06-12,2024-11-17,1:05:00 PM,1:15:00 PM
1075274,50,Китай-город,Снегири-3,Исторический,A,1719349200,1731790800,785,795,10,,,2024-06-26,2024-11-17,1:05:00 PM,1:15:00 PM
1086858,32,Нескучный сад,Романтика,Северный 1А,B,1719694800,1731790800,788,791,3,,,2024-06-30,2024-11-17,1:08:00 PM,1:11:00 PM
940190,51,Патриарший,Столица-1,Круговой,A,1715720400,1731790800,789,794,5,,,2024-05-15,2024-11-17,1:09:00 PM,1:14:00 PM
1093786,75,Серебряный бор-2,Будь готов,Серебряный бор,A,1719954000,1731790800,789,795,6,,,2024-07-03,2024-11-17,1:09:00 PM,1:15:00 PM
1094952,45,Воробьевы горы,Снегири-2,Северный,A,1719954000,1731790800,789,793,4,,,2024-07-03,2024-11-17,1:09:00 PM,1:13:00 PM
867512,71,Северный речной вокзал,850 лет Москве,СРВ - Химки,7,1714165200,1731531600,790,810,20,,,2024-04-27,2024-11-14,1:10:00 PM,1:30:00 PM
879994,61,Захарково,Москва-1,СРВ - Захарково,A,1714165200,1731531600,790,810,20,,,2024-04-27,2024-11-14,1:10:00 PM,1:30:00 PM
1094082,73,Зарядье,Лагуна,Центральный,B,1719954000,1731790800,790,800,10,,,2024-07-03,2024-11-17,1:10:00 PM,1:20:00 PM
886730,31,Парк Горького,Лоцман,Центральный,C,1714510800,1731790800,791,797,4,,,2024-05-01,2024-11-17,1:11:00 PM,1:17:00 PM
892098,31,Парк Горького,,Центральный,C,1714510800,1731790800,791,797,4,Лоцман,Отмена,2024-05-01,2024-11-17,1:11:00 PM,1:17:00 PM
1080015,32,Нескучный сад,Счастье,Северный 1А,A,1719435600,1731790800,791,795,4,,,2024-06-27,2024-11-17,1:11:00 PM,1:15:00 PM
1065436,46,Киевский,Рио,Северный 1А,B,1719090000,1731790800,792,802,10,,,2024-06-23,2024-11-17,1:12:00 PM,1:22:00 PM
1085321,50,Китай-город,Снегири-4,Северный,B,1719608400,1731790800,793,803,10,,,2024-06-29,2024-11-17,1:13:00 PM,1:23:00 PM
1094382,49,Новоспасский,Алина Танго,Исторический,B,1719954000,1731790800,794,802,5,,,2024-07-03,2024-11-17,1:14:00 PM,1:22:00 PM
988785,93,Серебряный бор-3,Амстердам,Разовый подход,A,1716930000,1731618000,795,800,5,,,2024-05-29,2024-11-15,1:15:00 PM,1:20:00 PM
1033513,32,Нескучный сад,Москва-61,Исторический,C,1718139600,1731790800,796,800,4,,,2024-06-12,2024-11-17,1:16:00 PM,1:20:00 PM
1036914,51,Патриарший,М-88,Центральный,A,1718139600,1731790800,796,801,5,,,2024-06-12,2024-11-17,1:16:00 PM,1:21:00 PM
1083756,32,Нескучный сад,Алексия,Северный,B,1719608400,1731790800,796,799,3,,,2024-06-29,2024-11-17,1:16:00 PM,1:19:00 PM
1093258,45,Воробьевы горы,Капитан Смолик,Северный 1А,A,1719954000,1731790800,796,800,4,,,2024-07-03,2024-11-17,1:16:00 PM,1:20:00 PM
1087621,45,Воробьевы горы,Москва-28,Исторический,B,1719694800,1731790800,797,807,10,,,2024-06-30,2024-11-17,1:17:00 PM,1:27:00 PM
920845,47,Красный октябрь,Адмиралъ,Исторический,A,1715288400,1731790800,799,803,4,,,2024-05-10,2024-11-17,1:19:00 PM,1:23:00 PM
1088631,32,Нескучный сад,Добрыня,Северный,A,1719781200,1731790800,799,803,4,,,2024-07-01,2024-11-17,1:19:00 PM,1:23:00 PM
844768,50,Китай-город,Олимпиада,Исторический,A,1719435600,1731790800,800,810,10,,,2024-06-27,2024-11-17,1:20:00 PM,1:30:00 PM
938756,48,Сити – Экспоцентр,Морис,Разовый подход,B,1715634000,1731790800,800,815,15,,,2024-05-14,2024-11-17,1:20:00 PM,1:35:00 PM
1093698,50,Китай-город,Москва-21,Северный 1А,C,1719954000,1731790800,800,810,7,,,2024-07-03,2024-11-17,1:20:00 PM,1:30:00 PM
1093790,57,Троице-Лыково,Будь готов,Серебряный бор,A,1719954000,1731790800,800,810,7,,,2024-07-03,2024-11-17,1:20:00 PM,1:30:00 PM
1093968,73,Зарядье,Конкорд,Круговой,A,1719954000,1731790800,800,810,10,,,2024-07-03,2024-11-17,1:20:00 PM,1:30:00 PM
1094829,46,Киевский,Снегири-1,Северный,A,1719954000,1731790800,800,810,7,,,2024-07-03,2024-11-17,1:20:00 PM,1:30:00 PM
1036936,55,Третьяковский,Идегей,Круговой,A,1718139600,1731790800,803,810,7,,,2024-06-12,2024-11-17,1:23:00 PM,1:30:00 PM
1071441,32,Нескучный сад,Алина Браво,Северный 1А,B,1719262800,1731790800,803,806,3,,,2024-06-25,2024-11-17,1:23:00 PM,1:26:00 PM
1093864,93,Серебряный бор-3,Амстердам,Серебряный бор,A,1719954000,1731790800,803,806,3,,,2024-07-03,2024-11-17,1:23:00 PM,1:26:00 PM
1037077,51,Патриарший,Столица-2,Круговой,A,1718139600,1731790800,804,809,5,,,2024-06-12,2024-11-17,1:24:00 PM,1:29:00 PM
1094628,45,Воробьевы горы,Вдохновение,Северный,A,1719954000,1731790800,804,808,4,,,2024-07-03,2024-11-17,1:24:00 PM,1:28:00 PM
1029832,73,Зарядье,Юнга,Центральный,B,1718053200,1731790800,805,815,10,,,2024-06-11,2024-11-17,1:25:00 PM,1:35:00 PM
868879,31,Парк Горького,Советский союз,Центральный,C,1714078800,1731790800,806,812,4,,,2024-04-26,2024-11-17,1:26:00 PM,1:32:00 PM
874552,31,Парк Горького,,Центральный,C,1714078800,1731790800,806,812,4,Советский союз,Отмена,2024-04-26,2024-11-17,1:26:00 PM,1:32:00 PM
1090941,32,Нескучный сад,Святогор,Северный 1А,A,1719867600,1731790800,806,810,4,,,2024-07-02,2024-11-17,1:26:00 PM,1:30:00 PM
1094554,50,Китай-город,Москва-24,Северный,B,1719954000,1731790800,808,818,10,,,2024-07-03,2024-11-17,1:28:00 PM,1:38:00 PM
1053296,49,Новоспасский,Москва-51,Исторический,B,1718744400,1731790800,809,817,5,,,2024-06-19,2024-11-17,1:29:00 PM,1:37:00 PM
1090352,32,Нескучный сад,Полковник Новгородов,Исторический,C,1719867600,1731790800,811,815,4,,,2024-07-02,2024-11-17,1:31:00 PM,1:35:00 PM
